year,poll_date,candidate_name,avg_support,avg_support_adj,party,days_left,weeks_left,before_convention
1976,1976-10-26,Gerald R. Ford,41.735712,NA,republican,7,1,FALSE
1976,1976-10-30,Gerald R. Ford,43.30295,NA,republican,3,0,FALSE
1976,1976-10-31,Gerald R. Ford,45.014414,NA,republican,2,0,FALSE
1980,1980-02-03,Jimmy Carter,58.713226,NA,democrat,275,39,TRUE
1980,1980-03-02,Jimmy Carter,56.372978,NA,democrat,247,35,TRUE
1980,1980-03-08,Jimmy Carter,56.075183,NA,democrat,241,34,TRUE
1980,1980-03-20,Jimmy Carter,51.932444,NA,democrat,229,33,TRUE
1980,1980-03-30,Jimmy Carter,42.924485,NA,democrat,219,31,TRUE
1980,1980-04-08,Jimmy Carter,41.17038,NA,democrat,210,30,TRUE
1980,1980-04-13,Jimmy Carter,40.486455,NA,democrat,205,29,TRUE
1980,1980-04-14,Jimmy Carter,40.6003655454545,NA,democrat,204,29,TRUE
1980,1980-04-25,Jimmy Carter,37.316465,NA,democrat,193,28,TRUE
1980,1980-04-27,Jimmy Carter,38.146762,NA,democrat,191,27,TRUE
1980,1980-04-30,Jimmy Carter,37.648578,NA,democrat,188,27,TRUE
1980,1980-05-05,Jimmy Carter,37.8571619230769,NA,democrat,183,26,TRUE
1980,1980-05-18,Jimmy Carter,37.4409001428571,NA,democrat,170,24,TRUE
1980,1980-06-01,Jimmy Carter,38.037738,NA,democrat,156,22,TRUE
1980,1980-06-08,Jimmy Carter,36.702727,NA,democrat,149,21,TRUE
1980,1980-06-09,Jimmy Carter,35.979732,NA,democrat,148,21,TRUE
1980,1980-06-12,Jimmy Carter,33.732236,NA,democrat,145,21,TRUE
1980,1980-06-15,Jimmy Carter,33.280508,NA,democrat,142,20,TRUE
1980,1980-06-16,Jimmy Carter,34.5982593333333,NA,democrat,141,20,TRUE
1980,1980-06-22,Jimmy Carter,32.890032,NA,democrat,135,19,TRUE
1980,1980-06-29,Jimmy Carter,31.7416412142857,NA,democrat,128,18,TRUE
1980,1980-07-13,Jimmy Carter,32.646476,NA,democrat,114,16,TRUE
1980,1980-07-14,Jimmy Carter,32.616573,NA,democrat,113,16,TRUE
1980,1980-07-16,Jimmy Carter,30.276522,NA,democrat,111,16,TRUE
1980,1980-07-21,Jimmy Carter,27.9938410769231,NA,democrat,106,15,TRUE
1980,1980-08-03,Jimmy Carter,27.578794,NA,democrat,93,13,TRUE
1980,1980-08-04,Jimmy Carter,28.199014,NA,democrat,92,13,TRUE
1980,1980-08-06,Jimmy Carter,26.8522926666667,NA,democrat,90,13,TRUE
1980,1980-08-07,Jimmy Carter,26.0342146666667,NA,democrat,89,13,TRUE
1980,1980-08-18,Jimmy Carter,32.369552,NA,democrat,78,11,FALSE
1980,1980-08-23,Jimmy Carter,33.8684172,NA,democrat,73,10,FALSE
1980,1980-08-28,Jimmy Carter,35.723231,NA,democrat,68,10,FALSE
1980,1980-09-03,Jimmy Carter,37.53759475,NA,democrat,62,9,FALSE
1980,1980-09-07,Jimmy Carter,36.8003337142857,NA,democrat,58,8,FALSE
1980,1980-09-14,Jimmy Carter,37.077087,NA,democrat,51,7,FALSE
1980,1980-09-15,Jimmy Carter,37.054643,NA,democrat,50,7,FALSE
1980,1980-09-21,Jimmy Carter,37.510105,NA,democrat,44,6,FALSE
1980,1980-09-24,Jimmy Carter,36.442552,NA,democrat,41,6,FALSE
1980,1980-09-25,Jimmy Carter,35.8784543333333,NA,democrat,40,6,FALSE
1980,1980-10-01,Jimmy Carter,35.4616102,NA,democrat,34,5,FALSE
1980,1980-10-06,Jimmy Carter,35.9352305,NA,democrat,29,4,FALSE
1980,1980-10-10,Jimmy Carter,36.2223095,NA,democrat,25,4,FALSE
1980,1980-10-12,Jimmy Carter,36.7032996666667,NA,democrat,23,3,FALSE
1980,1980-10-15,Jimmy Carter,36.88153,NA,democrat,20,3,FALSE
1980,1980-10-16,Jimmy Carter,37.8657225,NA,democrat,19,3,FALSE
1980,1980-10-20,Jimmy Carter,38.4934855,NA,democrat,15,2,FALSE
1980,1980-10-22,Jimmy Carter,38.524311,NA,democrat,13,2,FALSE
1980,1980-10-26,Jimmy Carter,39.448215,NA,democrat,9,1,FALSE
1980,1980-10-27,Jimmy Carter,39.6457196666667,NA,democrat,8,1,FALSE
1980,1980-10-30,Jimmy Carter,41.058518,NA,democrat,5,1,FALSE
1980,1980-11-01,Jimmy Carter,41.4894855,NA,democrat,3,0,FALSE
1980,1980-02-03,Ronald Reagan,34.568326,NA,republican,275,39,TRUE
1980,1980-03-02,Ronald Reagan,36.307819,NA,republican,247,35,TRUE
1980,1980-03-08,Ronald Reagan,37.945648,NA,republican,241,34,TRUE
1980,1980-03-20,Ronald Reagan,41.096472,NA,republican,229,33,TRUE
1980,1980-03-30,Ronald Reagan,41.087329,NA,republican,219,31,TRUE
1980,1980-04-08,Ronald Reagan,43.462819,NA,republican,210,30,TRUE
1980,1980-04-13,Ronald Reagan,41.844472,NA,republican,205,29,TRUE
1980,1980-04-14,Ronald Reagan,40.8743753636364,NA,republican,204,29,TRUE
1980,1980-04-25,Ronald Reagan,40.945323,NA,republican,193,28,TRUE
1980,1980-04-27,Ronald Reagan,38.492578,NA,republican,191,27,TRUE
1980,1980-04-30,Ronald Reagan,38.229797,NA,republican,188,27,TRUE
1980,1980-05-05,Ronald Reagan,37.5740393076923,NA,republican,183,26,TRUE
1980,1980-05-18,Ronald Reagan,36.1153311428571,NA,republican,170,24,TRUE
1980,1980-06-01,Ronald Reagan,36.448809,NA,republican,156,22,TRUE
1980,1980-06-08,Ronald Reagan,38.1155186666667,NA,republican,149,21,TRUE
1980,1980-06-09,Ronald Reagan,38.022939,NA,republican,148,21,TRUE
1980,1980-06-12,Ronald Reagan,38.068759,NA,republican,145,21,TRUE
1980,1980-06-15,Ronald Reagan,38.129699,NA,republican,142,20,TRUE
1980,1980-06-16,Ronald Reagan,39.1336383333333,NA,republican,141,20,TRUE
1980,1980-06-22,Ronald Reagan,40.855057,NA,republican,135,19,TRUE
1980,1980-06-29,Ronald Reagan,41.5954432142857,NA,republican,128,18,TRUE
1980,1980-07-13,Ronald Reagan,37.546539,NA,republican,114,16,TRUE
1980,1980-07-14,Ronald Reagan,38.532178,NA,republican,113,16,TRUE
1980,1980-07-16,Ronald Reagan,40.295683,NA,republican,111,16,TRUE
1980,1980-07-21,Ronald Reagan,45.9969537692308,NA,republican,106,15,FALSE
1980,1980-08-03,Ronald Reagan,45.867919,NA,republican,93,13,FALSE
1980,1980-08-04,Ronald Reagan,46.709317,NA,republican,92,13,FALSE
1980,1980-08-06,Ronald Reagan,47.583605,NA,republican,90,13,FALSE
1980,1980-08-07,Ronald Reagan,47.8135904,NA,republican,89,13,FALSE
1980,1980-08-18,Ronald Reagan,43.167258,NA,republican,78,11,FALSE
1980,1980-08-23,Ronald Reagan,42.6831434,NA,republican,73,10,FALSE
1980,1980-08-28,Ronald Reagan,41.5276943333333,NA,republican,68,10,FALSE
1980,1980-09-03,Ronald Reagan,40.067608,NA,republican,62,9,FALSE
1980,1980-09-07,Ronald Reagan,40.4224624285714,NA,republican,58,8,FALSE
1980,1980-09-14,Ronald Reagan,38.33357,NA,republican,51,7,FALSE
1980,1980-09-15,Ronald Reagan,38.939428333333296,NA,republican,50,7,FALSE
1980,1980-09-21,Ronald Reagan,38.417617,NA,republican,44,6,FALSE
1980,1980-09-24,Ronald Reagan,39.79991,NA,republican,41,6,FALSE
1980,1980-09-25,Ronald Reagan,39.6856245,NA,republican,40,6,FALSE
1980,1980-10-01,Ronald Reagan,39.8395784,NA,republican,34,5,FALSE
1980,1980-10-06,Ronald Reagan,40.417509,NA,republican,29,4,FALSE
1980,1980-10-10,Ronald Reagan,40.9685875,NA,republican,25,4,FALSE
1980,1980-10-12,Ronald Reagan,41.7509073333333,NA,republican,23,3,FALSE
1980,1980-10-15,Ronald Reagan,42.243886,NA,republican,20,3,FALSE
1980,1980-10-16,Ronald Reagan,42.089053,NA,republican,19,3,FALSE
1980,1980-10-20,Ronald Reagan,41.2545393333333,NA,republican,15,2,FALSE
1980,1980-10-22,Ronald Reagan,41.2455156666667,NA,republican,13,2,FALSE
1980,1980-10-26,Ronald Reagan,41.602290000000004,NA,republican,9,1,FALSE
1980,1980-10-27,Ronald Reagan,41.552632,NA,republican,8,1,FALSE
1980,1980-10-30,Ronald Reagan,41.818028,NA,republican,5,1,FALSE
1980,1980-11-01,Ronald Reagan,43.855999,NA,republican,3,0,FALSE
1984,1984-02-15,Walter F. Mondale,41.726277,NA,democrat,265,38,TRUE
1984,1984-03-02,Walter F. Mondale,42.183237,NA,democrat,249,36,TRUE
1984,1984-03-03,Walter F. Mondale,42.005485,NA,democrat,248,35,TRUE
1984,1984-03-06,Walter F. Mondale,42.605671,NA,democrat,245,35,TRUE
1984,1984-03-16,Walter F. Mondale,40.918725,NA,democrat,235,34,TRUE
1984,1984-03-17,Walter F. Mondale,39.786032,NA,democrat,234,33,TRUE
1984,1984-03-18,Walter F. Mondale,40.0067589047619,NA,democrat,233,33,TRUE
1984,1984-04-08,Walter F. Mondale,39.20216,NA,democrat,212,30,TRUE
1984,1984-04-15,Walter F. Mondale,40.516625,NA,democrat,205,29,TRUE
1984,1984-04-26,Walter F. Mondale,39.767136,NA,democrat,194,28,TRUE
1984,1984-05-03,Walter F. Mondale,41.084326,NA,democrat,187,27,TRUE
1984,1984-05-13,Walter F. Mondale,41.280575,NA,democrat,177,25,TRUE
1984,1984-05-24,Walter F. Mondale,41.301592,NA,democrat,166,24,TRUE
1984,1984-06-01,Walter F. Mondale,39.623055,NA,democrat,158,23,TRUE
1984,1984-06-08,Walter F. Mondale,41.105649,NA,democrat,151,22,TRUE
1984,1984-06-11,Walter F. Mondale,40.997824,NA,democrat,148,21,TRUE
1984,1984-06-25,Walter F. Mondale,39.196803,NA,democrat,134,19,TRUE
1984,1984-06-26,Walter F. Mondale,38.270674,NA,democrat,133,19,TRUE
1984,1984-06-28,Walter F. Mondale,38.023193,NA,democrat,131,19,TRUE
1984,1984-07-07,Walter F. Mondale,39.845784,NA,democrat,122,17,TRUE
1984,1984-07-10,Walter F. Mondale,37.582628,NA,democrat,119,17,TRUE
1984,1984-07-11,Walter F. Mondale,39.10236,NA,democrat,118,17,TRUE
1984,1984-07-12,Walter F. Mondale,39.423049,NA,democrat,117,17,TRUE
1984,1984-07-13,Walter F. Mondale,40.2856111428571,NA,democrat,116,17,TRUE
1984,1984-07-20,Walter F. Mondale,44.43194,NA,democrat,109,16,FALSE
1984,1984-07-24,Walter F. Mondale,45.088561375,NA,democrat,105,15,FALSE
1984,1984-08-09,Walter F. Mondale,41.8658964,NA,democrat,89,13,FALSE
1984,1984-08-14,Walter F. Mondale,40.231573,NA,democrat,84,12,FALSE
1984,1984-08-16,Walter F. Mondale,39.650636,NA,democrat,82,12,FALSE
1984,1984-08-25,Walter F. Mondale,39.034293,NA,democrat,73,10,FALSE
1984,1984-08-30,Walter F. Mondale,37.655495125,NA,democrat,68,10,FALSE
1984,1984-09-07,Walter F. Mondale,37.574071000000004,NA,democrat,60,9,FALSE
1984,1984-09-09,Walter F. Mondale,38.41014,NA,democrat,58,8,FALSE
1984,1984-09-11,Walter F. Mondale,37.8966978,NA,democrat,56,8,FALSE
1984,1984-09-16,Walter F. Mondale,37.2943751428571,NA,democrat,51,7,FALSE
1984,1984-09-23,Walter F. Mondale,37.5097117142857,NA,democrat,44,6,FALSE
1984,1984-09-30,Walter F. Mondale,37.381567,NA,democrat,37,5,FALSE
1984,1984-10-03,Walter F. Mondale,36.331691,NA,democrat,34,5,FALSE
1984,1984-10-09,Walter F. Mondale,37.2277205,NA,democrat,28,4,FALSE
1984,1984-10-10,Walter F. Mondale,37.4550543333333,NA,democrat,27,4,FALSE
1984,1984-10-14,Walter F. Mondale,39.08427,NA,democrat,23,3,FALSE
1984,1984-10-16,Walter F. Mondale,39.085769,NA,democrat,21,3,FALSE
1984,1984-10-17,Walter F. Mondale,39.6883616666667,NA,democrat,20,3,FALSE
1984,1984-10-18,Walter F. Mondale,39.670373,NA,democrat,19,3,FALSE
1984,1984-10-21,Walter F. Mondale,39.7927305,NA,democrat,16,2,FALSE
1984,1984-10-23,Walter F. Mondale,40.18135,NA,democrat,14,2,FALSE
1984,1984-10-25,Walter F. Mondale,39.930774,NA,democrat,12,2,FALSE
1984,1984-10-26,Walter F. Mondale,38.527534,NA,democrat,11,2,FALSE
1984,1984-10-27,Walter F. Mondale,38.331213,NA,democrat,10,1,FALSE
1984,1984-10-28,Walter F. Mondale,38.36052425,NA,democrat,9,1,FALSE
1984,1984-11-01,Walter F. Mondale,37.983104,NA,democrat,5,1,FALSE
1984,1984-11-03,Walter F. Mondale,38.87221,NA,democrat,3,0,FALSE
1984,1984-11-04,Walter F. Mondale,38.947609,NA,democrat,2,0,FALSE
1984,1984-02-15,Ronald Reagan,52.884249,NA,republican,265,38,TRUE
1984,1984-03-02,Ronald Reagan,53.2276273333333,NA,republican,249,36,TRUE
1984,1984-03-03,Ronald Reagan,53.259522,NA,republican,248,35,TRUE
1984,1984-03-06,Ronald Reagan,52.751384,NA,republican,245,35,TRUE
1984,1984-03-16,Ronald Reagan,53.09083,NA,republican,235,34,TRUE
1984,1984-03-17,Ronald Reagan,53.942015,NA,republican,234,33,TRUE
1984,1984-03-18,Ronald Reagan,54.2814932380952,NA,republican,233,33,TRUE
1984,1984-04-08,Ronald Reagan,54.315811,NA,republican,212,30,TRUE
1984,1984-04-15,Ronald Reagan,54.083137,NA,republican,205,29,TRUE
1984,1984-04-26,Ronald Reagan,54.888211,NA,republican,194,28,TRUE
1984,1984-05-03,Ronald Reagan,54.463382,NA,republican,187,27,TRUE
1984,1984-05-13,Ronald Reagan,53.912046,NA,republican,177,25,TRUE
1984,1984-05-24,Ronald Reagan,54.089603,NA,republican,166,24,TRUE
1984,1984-06-01,Ronald Reagan,55.905951,NA,republican,158,23,TRUE
1984,1984-06-08,Ronald Reagan,55.23218,NA,republican,151,22,TRUE
1984,1984-06-11,Ronald Reagan,55.25421,NA,republican,148,21,TRUE
1984,1984-06-25,Ronald Reagan,56.055052,NA,republican,134,19,TRUE
1984,1984-06-26,Ronald Reagan,55.22805175,NA,republican,133,19,TRUE
1984,1984-06-28,Ronald Reagan,54.976408,NA,republican,131,19,TRUE
1984,1984-07-07,Ronald Reagan,53.437521,NA,republican,122,17,TRUE
1984,1984-07-10,Ronald Reagan,55.390213,NA,republican,119,17,TRUE
1984,1984-07-11,Ronald Reagan,54.755239,NA,republican,118,17,TRUE
1984,1984-07-12,Ronald Reagan,54.222451,NA,republican,117,17,TRUE
1984,1984-07-13,Ronald Reagan,53.1033718571429,NA,republican,116,17,TRUE
1984,1984-07-20,Ronald Reagan,49.910574,NA,republican,109,16,TRUE
1984,1984-07-24,Ronald Reagan,50.1284800625,NA,republican,105,15,TRUE
1984,1984-08-09,Ronald Reagan,53.1897896,NA,republican,89,13,TRUE
1984,1984-08-14,Ronald Reagan,54.232769,NA,republican,84,12,TRUE
1984,1984-08-16,Ronald Reagan,54.477283,NA,republican,82,12,TRUE
1984,1984-08-25,Ronald Reagan,54.720348,NA,republican,73,10,FALSE
1984,1984-08-30,Ronald Reagan,56.9478125,NA,republican,68,10,FALSE
1984,1984-09-07,Ronald Reagan,57.116837,NA,republican,60,9,FALSE
1984,1984-09-09,Ronald Reagan,57.197665,NA,republican,58,8,FALSE
1984,1984-09-11,Ronald Reagan,57.9247796,NA,republican,56,8,FALSE
1984,1984-09-16,Ronald Reagan,57.0808554285714,NA,republican,51,7,FALSE
1984,1984-09-23,Ronald Reagan,55.722242,NA,republican,44,6,FALSE
1984,1984-09-30,Ronald Reagan,55.749117,NA,republican,37,5,FALSE
1984,1984-10-03,Ronald Reagan,56.8651195,NA,republican,34,5,FALSE
1984,1984-10-09,Ronald Reagan,57.22135,NA,republican,28,4,FALSE
1984,1984-10-10,Ronald Reagan,57.3082856666667,NA,republican,27,4,FALSE
1984,1984-10-14,Ronald Reagan,56.434955,NA,republican,23,3,FALSE
1984,1984-10-16,Ronald Reagan,56.544634,NA,republican,21,3,FALSE
1984,1984-10-17,Ronald Reagan,56.60277,NA,republican,20,3,FALSE
1984,1984-10-18,Ronald Reagan,56.83764,NA,republican,19,3,FALSE
1984,1984-10-21,Ronald Reagan,56.576853,NA,republican,16,2,FALSE
1984,1984-10-23,Ronald Reagan,55.728918,NA,republican,14,2,FALSE
1984,1984-10-25,Ronald Reagan,55.800697,NA,republican,12,2,FALSE
1984,1984-10-26,Ronald Reagan,55.456338,NA,republican,11,2,FALSE
1984,1984-10-27,Ronald Reagan,55.616445,NA,republican,10,1,FALSE
1984,1984-10-28,Ronald Reagan,55.86481025,NA,republican,9,1,FALSE
1984,1984-11-01,Ronald Reagan,56.9409895,NA,republican,5,1,FALSE
1984,1984-11-03,Ronald Reagan,56.66412,NA,republican,3,0,FALSE
1984,1984-11-04,Ronald Reagan,56.92206,NA,republican,2,0,FALSE
1988,1988-02-16,Michael S. Dukakis,28.622527,NA,democrat,266,38,TRUE
1988,1988-03-09,Michael S. Dukakis,33.437483,NA,democrat,244,35,TRUE
1988,1988-03-10,Michael S. Dukakis,36.258797,NA,democrat,243,35,TRUE
1988,1988-03-11,Michael S. Dukakis,40.28026,NA,democrat,242,35,TRUE
1988,1988-03-21,Michael S. Dukakis,45.7025572,NA,democrat,232,33,TRUE
1988,1988-03-22,Michael S. Dukakis,45.488792,NA,democrat,231,33,TRUE
1988,1988-03-31,Michael S. Dukakis,44.509537,NA,democrat,222,32,TRUE
1988,1988-04-07,Michael S. Dukakis,45.9878562857143,NA,democrat,215,31,TRUE
1988,1988-04-21,Michael S. Dukakis,47.016525,NA,democrat,201,29,TRUE
1988,1988-04-23,Michael S. Dukakis,47.0185994444444,NA,democrat,199,28,TRUE
1988,1988-05-02,Michael S. Dukakis,47.6570457,NA,democrat,190,27,TRUE
1988,1988-05-12,Michael S. Dukakis,48.01512,NA,democrat,180,26,TRUE
1988,1988-05-15,Michael S. Dukakis,50.347055,NA,democrat,177,25,TRUE
1988,1988-05-16,Michael S. Dukakis,50.369422,NA,democrat,176,25,TRUE
1988,1988-05-22,Michael S. Dukakis,51.234247,NA,democrat,170,24,TRUE
1988,1988-05-25,Michael S. Dukakis,51.8832330714286,NA,democrat,167,24,TRUE
1988,1988-06-08,Michael S. Dukakis,50.065231,NA,democrat,153,22,TRUE
1988,1988-06-09,Michael S. Dukakis,48.91691,NA,democrat,152,22,TRUE
1988,1988-06-12,Michael S. Dukakis,49.761134,NA,democrat,149,21,TRUE
1988,1988-06-19,Michael S. Dukakis,49.358313,NA,democrat,142,20,TRUE
1988,1988-06-26,Michael S. Dukakis,47.1307791666667,NA,democrat,135,19,TRUE
1988,1988-07-08,Michael S. Dukakis,47.112713,NA,democrat,123,18,TRUE
1988,1988-07-10,Michael S. Dukakis,47.118189,NA,democrat,121,17,TRUE
1988,1988-07-11,Michael S. Dukakis,47.2729811666667,NA,democrat,120,17,TRUE
1988,1988-07-17,Michael S. Dukakis,46.394023,NA,democrat,114,16,TRUE
1988,1988-07-20,Michael S. Dukakis,47.698072,NA,democrat,111,16,TRUE
1988,1988-07-22,Michael S. Dukakis,51.767841,NA,democrat,109,16,FALSE
1988,1988-07-24,Michael S. Dukakis,52.072932,NA,democrat,107,15,FALSE
1988,1988-07-25,Michael S. Dukakis,52.5972672222222,NA,democrat,106,15,FALSE
1988,1988-08-03,Michael S. Dukakis,53.51698175,NA,democrat,97,14,FALSE
1988,1988-08-07,Michael S. Dukakis,52.900809,NA,democrat,93,13,FALSE
1988,1988-08-08,Michael S. Dukakis,52.395196,NA,democrat,92,13,FALSE
1988,1988-08-09,Michael S. Dukakis,51.951904999999996,NA,democrat,91,13,FALSE
1988,1988-08-10,Michael S. Dukakis,51.311509,NA,democrat,90,13,FALSE
1988,1988-08-13,Michael S. Dukakis,50.683935,NA,democrat,87,12,FALSE
1988,1988-08-14,Michael S. Dukakis,51.206111,NA,democrat,86,12,FALSE
1988,1988-08-15,Michael S. Dukakis,50.718384,NA,democrat,85,12,FALSE
1988,1988-08-16,Michael S. Dukakis,49.419021,NA,democrat,84,12,FALSE
1988,1988-08-17,Michael S. Dukakis,46.914178,NA,democrat,83,12,FALSE
1988,1988-08-18,Michael S. Dukakis,46.12789,NA,democrat,82,12,FALSE
1988,1988-08-19,Michael S. Dukakis,44.782918,NA,democrat,81,12,FALSE
1988,1988-08-20,Michael S. Dukakis,44.817045,NA,democrat,80,11,FALSE
1988,1988-08-21,Michael S. Dukakis,43.75093,NA,democrat,79,11,FALSE
1988,1988-08-22,Michael S. Dukakis,43.347690875,NA,democrat,78,11,FALSE
1988,1988-08-30,Michael S. Dukakis,43.428524,NA,democrat,70,10,FALSE
1988,1988-09-06,Michael S. Dukakis,42.7422195,NA,democrat,63,9,FALSE
1988,1988-09-08,Michael S. Dukakis,43.522986,NA,democrat,61,9,FALSE
1988,1988-09-11,Michael S. Dukakis,43.317226,NA,democrat,58,8,FALSE
1988,1988-09-14,Michael S. Dukakis,43.9013728,NA,democrat,55,8,FALSE
1988,1988-09-19,Michael S. Dukakis,44.227459,NA,democrat,50,7,FALSE
1988,1988-09-20,Michael S. Dukakis,43.6476316666667,NA,democrat,49,7,FALSE
1988,1988-09-23,Michael S. Dukakis,43.964677,NA,democrat,46,7,FALSE
1988,1988-09-27,Michael S. Dukakis,43.874673,NA,democrat,42,6,FALSE
1988,1988-09-28,Michael S. Dukakis,43.6148478,NA,democrat,41,6,FALSE
1988,1988-10-03,Michael S. Dukakis,43.716085,NA,democrat,36,5,FALSE
1988,1988-10-09,Michael S. Dukakis,43.153587,NA,democrat,30,4,FALSE
1988,1988-10-10,Michael S. Dukakis,43.2705375,NA,democrat,29,4,FALSE
1988,1988-10-13,Michael S. Dukakis,43.235101,NA,democrat,26,4,FALSE
1988,1988-10-14,Michael S. Dukakis,42.919092,NA,democrat,25,4,FALSE
1988,1988-10-15,Michael S. Dukakis,42.838547,NA,democrat,24,3,FALSE
1988,1988-10-16,Michael S. Dukakis,41.938818,NA,democrat,23,3,FALSE
1988,1988-10-17,Michael S. Dukakis,42.024434,NA,democrat,22,3,FALSE
1988,1988-10-18,Michael S. Dukakis,42.131546,NA,democrat,21,3,FALSE
1988,1988-10-19,Michael S. Dukakis,42.075316,NA,democrat,20,3,FALSE
1988,1988-10-20,Michael S. Dukakis,41.983983,NA,democrat,19,3,FALSE
1988,1988-10-21,Michael S. Dukakis,42.0166,NA,democrat,18,3,FALSE
1988,1988-10-22,Michael S. Dukakis,41.95655,NA,democrat,17,2,FALSE
1988,1988-10-23,Michael S. Dukakis,41.494011,NA,democrat,16,2,FALSE
1988,1988-10-24,Michael S. Dukakis,41.418955,NA,democrat,15,2,FALSE
1988,1988-10-25,Michael S. Dukakis,41.349683,NA,democrat,14,2,FALSE
1988,1988-10-26,Michael S. Dukakis,41.502212,NA,democrat,13,2,FALSE
1988,1988-10-28,Michael S. Dukakis,41.380086,NA,democrat,11,2,FALSE
1988,1988-10-29,Michael S. Dukakis,41.280893,NA,democrat,10,1,FALSE
1988,1988-10-30,Michael S. Dukakis,41.41399,NA,democrat,9,1,FALSE
1988,1988-10-31,Michael S. Dukakis,41.263334,NA,democrat,8,1,FALSE
1988,1988-11-01,Michael S. Dukakis,41.240158,NA,democrat,7,1,FALSE
1988,1988-11-02,Michael S. Dukakis,41.237925,NA,democrat,6,1,FALSE
1988,1988-11-03,Michael S. Dukakis,41.236063,NA,democrat,5,1,FALSE
1988,1988-11-04,Michael S. Dukakis,41.358929,NA,democrat,4,1,FALSE
1988,1988-11-05,Michael S. Dukakis,41.726162,NA,democrat,3,0,FALSE
1988,1988-11-07,Michael S. Dukakis,41.668574,NA,democrat,1,0,FALSE
1988,1988-02-16,George Bush,66.252556,NA,republican,266,38,TRUE
1988,1988-03-09,George Bush,56.709566,NA,republican,244,35,TRUE
1988,1988-03-10,George Bush,48.258236,NA,republican,243,35,TRUE
1988,1988-03-11,George Bush,50.001349,NA,republican,242,35,TRUE
1988,1988-03-21,George Bush,48.03678975,NA,republican,232,33,TRUE
1988,1988-03-22,George Bush,48.08021,NA,republican,231,33,TRUE
1988,1988-03-31,George Bush,48.685563,NA,republican,222,32,TRUE
1988,1988-04-07,George Bush,48.0639172857143,NA,republican,215,31,TRUE
1988,1988-04-21,George Bush,46.743025,NA,republican,201,29,TRUE
1988,1988-04-23,George Bush,46.4387176666667,NA,republican,199,28,TRUE
1988,1988-05-02,George Bush,45.4063298,NA,republican,190,27,TRUE
1988,1988-05-12,George Bush,43.305729,NA,republican,180,26,TRUE
1988,1988-05-15,George Bush,42.449717,NA,republican,177,25,TRUE
1988,1988-05-16,George Bush,42.624463,NA,republican,176,25,TRUE
1988,1988-05-22,George Bush,42.957542,NA,republican,170,24,TRUE
1988,1988-05-25,George Bush,42.4049798571429,NA,republican,167,24,TRUE
1988,1988-06-08,George Bush,44.172258,NA,republican,153,22,TRUE
1988,1988-06-09,George Bush,43.06067,NA,republican,152,22,TRUE
1988,1988-06-12,George Bush,40.917461,NA,republican,149,21,TRUE
1988,1988-06-19,George Bush,40.551107,NA,republican,142,20,TRUE
1988,1988-06-26,George Bush,42.4497661666667,NA,republican,135,19,TRUE
1988,1988-07-08,George Bush,42.293852,NA,republican,123,18,TRUE
1988,1988-07-10,George Bush,43.105733,NA,republican,121,17,TRUE
1988,1988-07-11,George Bush,42.9725786666667,NA,republican,120,17,TRUE
1988,1988-07-17,George Bush,44.46563,NA,republican,114,16,TRUE
1988,1988-07-20,George Bush,44.414636,NA,republican,111,16,TRUE
1988,1988-07-22,George Bush,41.016712,NA,republican,109,16,TRUE
1988,1988-07-24,George Bush,40.558815,NA,republican,107,15,TRUE
1988,1988-07-25,George Bush,39.2889487777778,NA,republican,106,15,TRUE
1988,1988-08-03,George Bush,37.489639,NA,republican,97,14,TRUE
1988,1988-08-07,George Bush,38.436254,NA,republican,93,13,TRUE
1988,1988-08-08,George Bush,39.702597,NA,republican,92,13,TRUE
1988,1988-08-09,George Bush,40.349992,NA,republican,91,13,TRUE
1988,1988-08-10,George Bush,41.1076466666667,NA,republican,90,13,TRUE
1988,1988-08-13,George Bush,41.725831,NA,republican,87,12,TRUE
1988,1988-08-14,George Bush,41.303996,NA,republican,86,12,TRUE
1988,1988-08-15,George Bush,41.284998,NA,republican,85,12,TRUE
1988,1988-08-16,George Bush,42.341477,NA,republican,84,12,TRUE
1988,1988-08-17,George Bush,44.122928,NA,republican,83,12,TRUE
1988,1988-08-18,George Bush,44.415205,NA,republican,82,12,FALSE
1988,1988-08-19,George Bush,46.252182,NA,republican,81,12,FALSE
1988,1988-08-20,George Bush,46.640269,NA,republican,80,11,FALSE
1988,1988-08-21,George Bush,46.965155,NA,republican,79,11,FALSE
1988,1988-08-22,George Bush,47.642910125,NA,republican,78,11,FALSE
1988,1988-08-30,George Bush,47.84305,NA,republican,70,10,FALSE
1988,1988-09-06,George Bush,48.6369325,NA,republican,63,9,FALSE
1988,1988-09-08,George Bush,48.4988266666667,NA,republican,61,9,FALSE
1988,1988-09-11,George Bush,48.5030283333333,NA,republican,58,8,FALSE
1988,1988-09-14,George Bush,48.3291086,NA,republican,55,8,FALSE
1988,1988-09-19,George Bush,48.542847,NA,republican,50,7,FALSE
1988,1988-09-20,George Bush,48.2490743333333,NA,republican,49,7,FALSE
1988,1988-09-23,George Bush,48.344334,NA,republican,46,7,FALSE
1988,1988-09-27,George Bush,48.403,NA,republican,42,6,FALSE
1988,1988-09-28,George Bush,48.4534276,NA,republican,41,6,FALSE
1988,1988-10-03,George Bush,48.9205726666667,NA,republican,36,5,FALSE
